"","FEEDER_NAM","GRIDID","KE_IBC","KE_REGION","received","billed","com","res","ind","tot","losses","comRel","resRel","indRel"
"315","Dehli Muslim + Cap","11","Saddar",4,6003428.4752,5306822.001,1045,1341,21,2408,0.11603477530842,0.433970099667774,0.556893687707641,0.00872093023255814
"316","Denso Road","33","Lyari-II",0,6197077.7,5745892.37,549,1846,49,2445,0.0728061437732175,0.224539877300614,0.755010224948875,0.020040899795501
"317","Dental College","12","North Nazimabad",3,7664285.2,6555689.69381092,611,3630,26,4268,0.144644344157376,0.143158388003749,0.850515463917526,0.00609184629803187
"318","DHA Hockey Stadium","3","Defence",4,15933390.32,14463758.0003736,514,365,0,880,0.0922360081634169,0.584090909090909,0.414772727272727,0
"319","DHA Phase-8 S/S-14","78","Defence",4,11726872.05,10721685.9033511,76,865,0,942,0.0857164760017064,0.0806794055201698,0.918259023354565,0
"320","DHA Phase-8 S/S-7","78","Defence",4,5692169.08333333,5308710.4084915,7,413,0,421,0.0673660021738636,0.0166270783847981,0.980997624703088,0
"321","Dhorajee Colony","18","Gulshan-e-Iqbal",3,16094840.84,15282416.6660764,331,2657,4,2993,0.0504773040007006,0.110591379886402,0.887738055462746,0.00133645172068159
"322","Diamond Silk","40","SITE",0,5227736.8,5078705.082,4,0,7,12,0.0285078847121759,0.333333333333333,0,0.583333333333333
"323","Digesh Feeder","19","Uthal",0,3472693.4,1743189,881,3015,1,3898,0.498029684970173,0.226013340174448,0.773473576192919,0.00025654181631606
"324","District Office (Habib Ind.)","40","Nazimabad",3,19911122,16415138.029745,1027,2957,97,4082,0.175579456057526,0.251592356687898,0.724399804017638,0.0237628613424792
"325","DMC Hostel","20","Garden",5,12477305.3,9621831.88576033,1472,4753,31,6257,0.228853373832222,0.23525651270577,0.759629215278888,0.00495445101486335
"326","Dolmen Mall","6","Bahadurabad",5,8504480.6,6435237.93,2021,543,7,2572,0.243312057176073,0.785769828926905,0.211119751166407,0.00272161741835148
"327","Dost Mohammad","41","SITE",0,8480845.9,7974505.531,5,0,9,15,0.0597039935603593,0.333333333333333,0,0.6
"328","Dream Land","18","Gulshan-e-Iqbal",3,354640,320416.1,1,219,0,221,0.0965032145274081,0.00452488687782805,0.990950226244344,0
"329","Drigh Road A","16","Shah Faisal",2,11639596.1083333,6337766.57613072,658,1775,9,2443,0.455499441978643,0.269340974212034,0.726565697912403,0.00368399508800655
"330","Dubai Mall 2000 RMU","17","Johar-II",2,10903728.8,7230067.99913072,471,3793,2,4267,0.336917844184576,0.11038200140614,0.888914928521209,0.000468713381767049
"331","Due Tech","23","KIMZ",2,10842994.7,11571321.3625654,35,0,37,73,-0.0671702497987348,0.479452054794521,0,0.506849315068493
"332","Dumba Goth","29","Malir",2,253794.8,240844.675788023,9,4,3,17,0.0510259635421093,0.529411764705882,0.235294117647059,0.176470588235294
"333","Duty Free Shop (Anum Blessing)","25","Tipu Sultan",5,12150505.4,11236258.384671,1086,314,4,1405,0.0752435380448477,0.772953736654804,0.223487544483986,0.00284697508896797
"334","Dyre Textile","40","Nazimabad",3,9792261.6,7267894.23136231,344,1482,35,1862,0.25779206803847,0.184747583243824,0.795918367346939,0.018796992481203
"335","Eastern Export","2","KIMZ",2,9177241.4,8070811.22913072,32,0,28,61,0.120562391534049,0.524590163934426,0,0.459016393442623
"336","Eastern Film","41","SITE",0,10088898.96,9418521.4125,73,44,21,139,0.0664470474090266,0.525179856115108,0.316546762589928,0.151079136690647
"337","Eastern Services","12","F.B Area",3,12724742.8,11747214.5936222,685,1016,1,1703,0.0768210581339066,0.40223135642983,0.596594245449207,0.000587199060481503
"338","EFU","42","Lyari-I",0,7738695,6576657.929,832,1981,9,2823,0.150159306058709,0.294721927027984,0.701735742118314,0.00318809776833156
"339","Eid Gah Chowk RMU","25","Tipu Sultan",5,10021497.2,6814178.28650902,574,1233,33,1841,0.320043886605185,0.311787072243346,0.669744703965236,0.017925040738729
"340","Eid Gah RMU + Cap","9","Baldia",0,13639760.2,7461307.60593171,285,1864,5,2155,0.452973696272775,0.132250580046404,0.864965197215777,0.00232018561484919
"341","Ejaz Ansari RMU","3","Defence",4,8049759.46,7530985.69655136,189,363,0,553,0.0644458714606909,0.341772151898734,0.656419529837251,0
"342","Ellahi Flour","23","KIMZ",2,19526917.2,9900210.18378668,172,3174,7,3354,0.492996765317022,0.0512820512820513,0.946332737030411,0.00208706022659511
"343","Embassi Villa","1","Clifton",4,8405575.2,8288992.9755,1540,623,0,2164,0.0138696307779153,0.711645101663586,0.287892791127542,0
"344","Empire Centre","18","Johar-I",2,2690191.2,2018340.30379173,120,306,0,427,0.249740946371497,0.281030444964871,0.716627634660422,0
"345","Erum Developer","18","Gulshan-e-Iqbal",3,15100321.7,13713408.084437,164,1641,0,1806,0.091846627053182,0.0908084163898117,0.908637873754153,0
"346","Euro Gulf","67","North Karachi",3,17640512.5437535,16553701.499,17,0,32,50,0.061608813352667,0.34,0,0.64
"347","Ever Green","46","Surjani",3,18163305.6,11560310.045,329,2702,1,3033,0.363534903855826,0.108473458621827,0.890867128255852,0.000329706561160567
"348","Evershine","14","Garden",5,11511443.8,9300607.5168495,454,1644,8,2107,0.192055516368025,0.21547223540579,0.780256288561936,0.003796867584243
"349","Exhibition","18","Gulshan-e-Iqbal",3,5343441.92,4826619.79971652,511,1445,0,1957,0.0967208267669313,0.261113949923352,0.738375063873275,0
"350","Faiz Mari","3","Defence",4,4671580.66,4319640.14499557,447,724,0,1172,0.0753364954217511,0.381399317406143,0.617747440273038,0
"351","Faiz Rehman","40","SITE",0,8517688.56,7682068.4,43,0,39,83,0.098104098795554,0.518072289156627,0,0.469879518072289
"352","Faiza Avenue","31","North Karachi",3,9873071.96669413,7392926.893,791,2366,3,3161,0.251202977357064,0.250237266687757,0.748497310977539,0.000949066751028156
"353","Fakhria Tannery","24","KIMZ",2,7719126,7329366.54456536,73,7,63,144,0.0504926924932487,0.506944444444444,0.0486111111111111,0.4375
"354","Falak Naz Plaza","16","Shah Faisal",2,9134453.4,7204354.70613072,616,1149,4,1770,0.211298761879861,0.348022598870056,0.649152542372881,0.00225988700564972
"355","Falak Noor Masjid RMU","42","Lyari-I",0,16575412.81,7835715.181,351,2324,1,2677,0.527268776300239,0.131116921927531,0.868135973104221,0.000373552484124019
"356","Falak RMU (ICA)","20","Tipu Sultan",5,4428003.2,4309689.66176206,73,7,0,81,0.0267193886034096,0.901234567901235,0.0864197530864197,0
"357","Falak Tower (Gul Ice)","27","Nazimabad",3,21746777.8,19545331.0988648,547,1618,102,2268,0.101230937354553,0.241181657848325,0.713403880070547,0.044973544973545
"358","Falcon House","31","North Karachi",3,10107165.3477316,8159744.055,256,2191,0,2448,0.192677296327071,0.104575163398693,0.895016339869281,0
"359","Falcon Plaza","6","Bahadurabad",5,10357234.8,7893446.93,1378,303,0,1682,0.237880855032851,0.819262782401903,0.180142687277051,0
"360","Fancy Heights","22","Gadap",2,13789930,9880706.01536392,580,4337,0,4918,0.283483961458548,0.117934119560797,0.881862545750305,0
"361","Faqeer Colony","9","Orangi-I",0,15037146.2,6915942,389,2540,18,2948,0.540076161525915,0.131953867028494,0.861601085481682,0.00610583446404342
"362","Farah Ali Siddiqui","3","Defence",4,1363944.64,1239844,218,232,0,451,0.0909865667275177,0.483370288248337,0.514412416851441,0
"363","Farhan Tower","77","Johar-I",2,8840363.2,7857139.05313072,105,1876,0,1982,0.111219881426284,0.0529767911200807,0.946518668012109,0
"364","Farhat Bagh","29","Malir",2,9150707.7,3335889.61206536,99,592,1,693,0.635450096164108,0.142857142857143,0.854256854256854,0.00144300144300144
"365","Farooq-e-Azam (Ziauddin)","12","F.B Area",3,9699522.8,8365616.72563664,108,1340,8,1457,0.137522855697948,0.0741249142072752,0.919698009608785,0.00549073438572409
"366","Fatima Barocha","27","Nazimabad",3,12009566.8,10677853.8470757,1022,2057,116,3196,0.110887676058749,0.319774718397997,0.643617021276596,0.0362953692115144
"367","Fatmid Foundation","14","Garden",5,9964494,8868597.81757276,39,1555,0,1595,0.109980113634194,0.0244514106583072,0.974921630094044,0
"368","Fayyaz Center","20","Bahadurabad",5,10435349.2833333,9749788.86,403,182,1,587,0.065695972862956,0.686541737649063,0.310051107325383,0.00170357751277683
"369","Fazaiya Housing Phase-4","25","Tipu Sultan",5,5373007.2,4246359.46916985,0,89,0,90,0.209686622201092,0,0.988888888888889,0
"370","Fazal Shafiq","26","Bin Qasim",2,8306869.6,3420346.71656536,141,614,7,763,0.588250823563505,0.184796854521625,0.804718217562254,0.00917431192660551
"371","Fed Capital-4","27","Liaquatabad",3,16778295.6,12445611.0889636,875,3772,23,4671,0.258231504220035,0.187326054378078,0.807535859558981,0.00492399914365232
"372","Ferozabad Police","25","Tipu Sultan",5,13752608.2,12926655.1021069,252,748,2,1003,0.0600579239866013,0.251246261216351,0.745762711864407,0.00199401794616152
"373","FIA RMU","14","Garden",5,9715944,7007601.05813511,60,1660,2,1723,0.278752424042882,0.0348229831688915,0.963435867672664,0.00116076610562972
"374","Fida Hussain RMU","28","Lyari-I",0,10573020.9,7017073.276,818,3812,27,4658,0.336322765048161,0.175611850579648,0.818376985830829,0.00579647917561185
"375","Fine Gas 03","37","Bin Qasim",2,546211.04,545617.5,47,0,14,62,0.0010866495851126,0.758064516129032,0,0.225806451612903
"376","Fine Star","2","KIMZ",2,14260584.4,17839165.7341307,82,0,55,138,-0.250942123671364,0.594202898550725,0,0.398550724637681
"377","Firdous Colony","32","Nazimabad",3,11707451.6,9366597.15946124,306,970,7,1284,0.199945685920133,0.238317757009346,0.755451713395639,0.00545171339563863
"378","Fleet Management","2","KIMZ",2,235767.84,223357.425130718,2,0,0,3,0.0526382854815244,0.666666666666667,0,0
"379","Forbus Chloride","10","Bin Qasim",2,4696706.6,3867306.40156536,0,0,2,3,0.176591869382397,0,0,0.666666666666667
"380","Foundation Engineering","41","SITE",0,10834844.4,10174000.816,31,0,27,59,0.0609924388023515,0.525423728813559,0,0.457627118644068
"381","Foundation Gas","24","KIMZ",2,8523034.5,4310042.54934482,238,2473,5,2717,0.494306570113635,0.0875966139124034,0.910195068089805,0.00184026499815974
"382","Four Square","20","Bahadurabad",5,9814702.03,9008825.86,1357,759,5,2122,0.0821090816141669,0.639491046182846,0.357681432610745,0.00235626767200754
"383","Friends Height","32","North Nazimabad",3,15231277.6,12421753.9169938,504,2765,4,3274,0.18445751937488,0.153940134392181,0.844532681734881,0.00122174709835064
"384","Friends Pmt","10","Bin Qasim",2,9814433.2,9407365.22813072,19,108,8,136,0.0414764626315132,0.139705882352941,0.794117647058823,0.0588235294117647
"385","Frontier Colony","40","Orangi-I",0,14646009.7,5408462,426,1347,56,1830,0.630721123993247,0.232786885245902,0.736065573770492,0.0306010928961749
"386","G-3 Apartments","29","Shah Faisal",2,2353595.2,2198893.42413072,0,474,0,475,0.0657299844379707,0,0.997894736842105,0
"387","G-Market RMU","66","Korangi",2,17444072.8,7983386.53222144,269,2353,16,2639,0.542343888164613,0.101932550208412,0.891625615763547,0.00606290261462675
"388","Gabol Pumping","34","Orangi-II",0,14733352,8420766.41659198,746,3273,47,4067,0.428455492233405,0.183427587902631,0.804770100811409,0.011556429800836
"389","Gallant Summit","77","Gulshan-e-Iqbal",3,9042255.2,8056583.16093798,33,2019,0,2053,0.109007323644439,0.0160740379931807,0.98343886994642,0
"390","Garden-2","14","Garden",5,16742970.2,13894212.9072813,288,1636,46,1971,0.170146470948068,0.146118721461187,0.830035514967022,0.0233384069000507
"391","Gas Turbine RMU","24","KIMZ",2,15712759,8340406.11632633,602,4510,17,5130,0.469195313418456,0.117348927875244,0.879142300194932,0.00331384015594542
"392","General Society","6","Gulshan-e-Iqbal",3,2384533.8,2405494.69123747,1,83,0,85,-0.00879035190755822,0.0117647058823529,0.976470588235294,0
"393","Geological Survey","17","Johar-I",2,9999900.36169362,7428376.51328021,49,562,1,613,0.257154947089681,0.0799347471451876,0.916802610114193,0.00163132137030995
"394","German School","34","Orangi-II",0,12245000.32,8202193.90900604,503,2624,6,3134,0.330159763604968,0.160497766432674,0.837268666241225,0.001914486279515
"395","Ghalib Cinema","23","Korangi",2,5376032,4977747.71722143,1262,653,7,1923,0.0740851770931735,0.656266250650026,0.339573582943318,0.00364014560582423
"396","Ghanchi Para","33","Lyari-I",0,13757034.8,11972927.895,0,0,0,1,0.12968687881781,0,0,0
"397","Ghani Chowrangi","41","SITE",0,7100640.07,6799985.419,20,0,14,35,0.0423419083401026,0.571428571428571,0,0.4
"398","Ghardiali Flats","1","Clifton",4,8627654.25729167,8223155.848,118,1408,0,1527,0.0468839382326669,0.077275703994761,0.922069417157826,0
"399","Gharib Shah","33","Lyari-II",0,15705335.8,8016509.948,665,2919,7,3592,0.489567746268755,0.185133630289532,0.812639198218263,0.00194877505567929
"400","Ghazi Town","73","Malir",2,17429158.4,8068343.66368955,230,2683,3,2917,0.537077839415955,0.078848131642098,0.919780596503257,0.00102845389098389
"401","Ghaziabad Pumping","34","Orangi-II",0,12254209.34,7035855.89956389,538,2877,10,3426,0.425841708399941,0.157034442498541,0.839754816112084,0.00291885580852306
"402","Ghori RMU","6","Tipu Sultan",5,8335098.2,7187990.15877818,0,0,0,1,0.137623818423857,0,0,0
"403","Ghousia Road","28","Lyari-I",0,12420301.6611,8588972.147,784,4246,65,5096,0.308473144907551,0.153846153846154,0.83320251177394,0.0127551020408163
"404","Ghulam Haidar","37","Bin Qasim",2,7386111,6736857.06706536,8,0,16,25,0.0879020005161906,0.32,0,0.64
"405","Glass Tower","1","Clifton",4,6132082.18333333,5945811.589,970,588,1,1560,0.0303764021362283,0.621794871794872,0.376923076923077,0.000641025641025641
"406","Global City","46","Surjani",3,18438592.8,9912959.50999999,554,4248,0,4803,0.462379823800871,0.115344576306475,0.884447220487195,0
"407","Globe Center","17","Johar-II",2,9263142.5,5938198.78656021,101,1178,0,1280,0.358943383785771,0.07890625,0.9203125,0
"408","Globe Textile","26","Bin Qasim",2,4999945.6,5181526.42513072,4,0,4,9,-0.0363165601503178,0.444444444444444,0,0.444444444444444
"409","Gold Smith","31","Surjani",3,14597686.4,8969677.156,503,2066,2,2572,0.385541180279089,0.19556765163297,0.803265940902022,0.000777604976671851
"410","Golden Plastic","40","SITE",0,9171155.1,8386712.335,4,0,7,12,0.0855336930241208,0.333333333333333,0,0.583333333333333
"411","Golden Star","27","Liaquatabad",3,673720,678751.999,0,26,0,27,-0.00746897672623635,0,0.962962962962963,0
"412","Golf Club","54","Defence",4,5597083.04,5254235.41513481,2,3,0,6,0.0612546968510207,0.333333333333333,0.5,0
"413","Good Luck","30","SITE",0,9836796.8,9454452.6,28,0,26,55,0.0388687707770887,0.509090909090909,0,0.472727272727273
"414","Govt School","40","SITE",0,16824214,15546646.6973956,853,4427,29,5310,0.0759362251695298,0.160640301318267,0.833709981167608,0.00546139359698682
"415","Grain Godown","39","Bin Qasim",2,15325951.84,5349299.62913072,0,0,0,1,0.650964606637396,0,0,0
"416","Grammer College","4","Clifton",4,8381688.005,8187216.468,112,312,0,425,0.023201953697631,0.263529411764706,0.734117647058824,0
"417","Grand City","18","Johar-I",2,11113154.2,10199554.9685654,521,2863,0,3385,0.0822088144367366,0.153914327917282,0.845790251107829,0
"418","Green Land City (Pole 77 RMU)","22","Gadap",2,10371728.4,7274443.38736392,183,2293,0,2477,0.298627662929939,0.0738796931772305,0.925716592652402,0
"419","Green Park City","26","Bin Qasim",2,10839628,5545102.76813072,416,2255,5,2677,0.48844159890628,0.155397833395592,0.842360851699664,0.0018677624206201
"420","Green Street","11","Saddar",4,9319780.8,8176320.561,4029,922,23,4975,0.12269175247126,0.809849246231156,0.185326633165829,0.00462311557788945
"421","Grid Pmt","26","Bin Qasim",2,14777371.8,8636563.38645436,2,0,0,3,0.415554842678157,0.666666666666667,0,0
"422","Grind Wheel","30","SITE",0,16167552.4,15797763.5538521,53,97,34,185,0.0228722837569368,0.286486486486487,0.524324324324324,0.183783783783784
"423","Gul. Hadeed 01","39","Bin Qasim",2,12713370.4,9596348.59213072,350,2218,0,2569,0.245176669112801,0.136239782016349,0.863370961463604,0
"424","Gul. Hadeed 06","39","Bin Qasim",2,12410490.4,9864198.72271779,291,2796,0,3088,0.205172527048746,0.0942357512953368,0.905440414507772,0
"425","Gul. Hadeed 10","39","Bin Qasim",2,1859693.2,1862821.6445,13,738,0,752,-0.00168223688724569,0.0172872340425532,0.981382978723404,0
"426","Gulberg","12","F.B Area",3,16792639.6,12640619.8532075,316,2737,4,3058,0.24725235851501,0.103335513407456,0.895029431000654,0.0013080444735121
"427","Gulf Dying","41","SITE",0,3125477.8,2970115.9785,74,0,23,98,0.0497081826976981,0.755102040816326,0,0.23469387755102
"428","Gulistan Colony","28","Lyari-II",0,11787469,5909976.599,817,2955,36,3809,0.498622087659361,0.214491992648989,0.775794171698609,0.00945129955368863
"429","Gulnoor Ice","75","F.B Area",3,12165454.4,8184246.11808021,549,1625,120,2295,0.327255205684696,0.23921568627451,0.708061002178649,0.0522875816993464
"430","Gulshan-e-Ameen Tower","77","Johar-I",2,15149207.2,13712406.4101307,96,1635,0,1732,0.0948432991179422,0.0554272517321016,0.943995381062356,0
"431","Gulshan-e-Faisal","4","Clifton",4,8878673.76,8363172.733,113,1150,0,1264,0.0580605888823648,0.0893987341772152,0.909810126582278,0
"432","Gulshan-e-Ghazali","73","Shah Faisal",2,10440571.6,5956147.39813072,204,1728,6,1939,0.429519031493379,0.105208870551831,0.89118102114492,0.00309437854564208
"433","Gulshan-e-Jamal-3","18","Tipu Sultan",5,11020805.3908962,8853955.50516396,126,475,0,602,0.196614476789709,0.209302325581395,0.789036544850498,0
"434","Gulshan-e-Jami RMU","29","Malir",2,14120961.8,9553605.29906536,112,2481,3,2597,0.323445142450186,0.0431266846361186,0.955333076626877,0.00115517905275318
"435","Gulshan-e-Shiraz","46","Surjani",3,480027.68,34211,6,102,0,109,0.928731193167861,0.055045871559633,0.935779816513762,0
"436","Gulshan-e-Zubaida","32","North Nazimabad",3,16158164,14929319.5546691,828,1252,1,2082,0.0760509947374505,0.397694524495677,0.601344860710855,0.00048030739673391
"437","Gulshan Gulshan","18","Gulshan-e-Iqbal",3,10143987.2,8556297.10622683,313,1376,0,1690,0.156515388127971,0.185207100591716,0.814201183431953,0
"438","Gulshan View","48","Gadap",2,15357217.2,8178828.43436392,444,2414,20,2879,0.467427703349542,0.154220215352553,0.838485585272664,0.0069468565474123
"439","Gulzar RMU","29","Malir",2,4273809.8,3138139.04568303,190,1449,3,1643,0.265727958768068,0.115642118076689,0.881923311016433,0.00182592818015825
"440","Gurumandir","14","Bahadurabad",5,6664332.8,5544503.86,210,630,2,843,0.168033166050771,0.249110320284698,0.747330960854093,0.00237247924080664
"441","H Nizamuddin","40","SITE",0,17582477.8,13742555.982,1086,2276,261,3624,0.218394805423841,0.299668874172185,0.6280353200883,0.0720198675496689
"442","H.E.J","17","Johar-II",2,8127533.8,7248320.08406536,3,30,0,34,0.108177183579924,0.0882352941176471,0.882352941176471,0
"443","Habib Bank Plaza","11","Saddar",4,7673497.92,7722698.003,682,9,1,693,-0.00641168910357906,0.984126984126984,0.012987012987013,0.00144300144300144
"444","Habib Foundation","12","North Nazimabad",3,12326025.8,9851498.02489883,244,1712,0,1957,0.200756335841936,0.124680633622892,0.874808380173735,0
"445","Habib Knit Wear","24","KIMZ",2,8968824.5,8441550.23956536,110,2,67,180,0.0587896730987032,0.611111111111111,0.0111111111111111,0.372222222222222
"446","Hadiabad","22","Gadap",2,3405915.4,2853117.08256536,15,0,7,23,0.162305357741605,0.652173913043478,0,0.304347826086957
"447","Hafiz Textile","40","SITE",0,8126854.42,4948608.511,397,972,66,1436,0.391079468727582,0.276462395543175,0.676880222841226,0.0459610027855153
"448","Haidery Wood","40","SITE",0,18907280.32,17693415.3665,59,1,47,108,0.0642009285817792,0.546296296296296,0.00925925925925926,0.435185185185185
"449","Haidry Sweets","32","North Nazimabad",3,13699190.56,13022622.6460255,683,755,8,1447,0.0493874372366188,0.472011057360055,0.521769177608846,0.0055286800276434
"450","Haji Irshad","76","Garden",5,2911682.4,2633192.915,99,1037,4,1141,0.0956455570154217,0.0867659947414549,0.908851884312007,0.0035056967572305
"451","Haji Ismail Road","33","Lyari-I",0,17512282.5566667,12599891.147,1073,4048,24,5146,0.280511200854088,0.208511465215702,0.786630392537893,0.00466381655654878
"452","Haji Mureed Goth","76","Nazimabad",3,12031034.4,7724910.22421114,758,1939,75,2773,0.357918033696991,0.27335016227912,0.699242697439596,0.0270465200144248
"453","Haji Peer Muhammad Rd RMU","33","Lyari-II",0,7763174.8,4491326.536,228,1307,8,1544,0.42145750267017,0.147668393782383,0.846502590673575,0.00518134715025907
"454","Hand Tool","24","KIMZ",2,9412301.68912582,9489101.05213072,28,51,26,106,-0.00815946678522108,0.264150943396226,0.481132075471698,0.245283018867925
"455","Hanif Shah","43","Orangi-I",0,12598845.6,4314531,311,2074,0,2386,0.657545529409456,0.130343671416597,0.869237217099749,0
"456","Happy Pan House","9","Baldia",0,15757354.8,9186874.78530413,1130,3066,29,4226,0.416978617165863,0.26739233317558,0.725508755324184,0.00686228111689541
"457","Hari Masjid RMU","28","Lyari-II",0,13389964.37,8323155.779,373,1738,16,2128,0.378403440889813,0.175281954887218,0.816729323308271,0.0075187969924812
"458","Haroon Behria","9","Baldia",0,3486202.8,2694766.68166047,367,2671,0,3039,0.227019529196503,0.120763409016124,0.878907535373478,0
"459","Haroon Heights","31","North Karachi",3,18905785.9688882,12908014.071,493,2408,12,2914,0.317245308275376,0.169183253260124,0.826355525051476,0.00411805078929307
"460","Haroon Royal City","77","Johar-I",2,6975136.8,5027013.49813072,539,1849,0,2389,0.279295354016466,0.225617413143575,0.773964001674341,0
"461","Haroon Sons","42","Lyari-I",0,13107134.8,12929112.695,10,0,9,20,0.0135820763054944,0.5,0,0.45
"462","Haryana Colony","9","Orangi-I",0,17355006.4,7649055.583,441,4494,15,4951,0.559259420209721,0.0890729145627146,0.907695415067663,0.0030296909715209
"463","Haseeb Polani","4","Clifton",4,10509862,10007595.992,53,942,0,996,0.0477899717427307,0.0532128514056225,0.94578313253012,0
"464","Hashimabad","22","Gadap",2,3405915.4,2853117.08256536,0,0,0,1,0.162305357741605,0,0,0
"465","Hashoo Appartment","20","Garden",5,8273639.3,7876307.759,43,1719,0,1763,0.0480237929879298,0.024390243902439,0.975042541123086,0
"466","Hassan Cold","12","North Karachi",3,16591365.4306247,15305577.668,43,2,81,127,0.0774974047796768,0.338582677165354,0.015748031496063,0.637795275590551
"467","Hassan Terrace","1","Clifton",4,7274806.275,7101659.9335,143,577,0,721,0.0238008181874232,0.198335644937587,0.800277392510402,0
"468","Hawksbay Telephone Exchange","30","Baldia",0,10808024.48,7202065.62202911,180,1247,25,1453,0.333637184542248,0.12388162422574,0.858224363386098,0.0172057811424639
"469","Hayat Baig","46","Surjani",3,9577494.08,7669428.99500007,719,5544,1,6265,0.199223833401726,0.114764565043895,0.884916201117318,0.000159616919393456
"470","Hayat Residency","38","Saddar",4,3496328,3333963.303,47,23,0,71,0.0464386341899273,0.661971830985915,0.323943661971831,0
"471","Health Care Unit (P-80)","46","Surjani",3,4657985.2,2959327.7,1588,2382,50,4021,0.364676448521133,0.394926635165382,0.592389952748073,0.0124347177319075
"472","HEF School","75","Liaquatabad",3,7662107.2,6355595.28392184,392,1162,21,1576,0.170516005842121,0.248730964467005,0.737309644670051,0.0133248730964467
"473","Herman Lab","30","SITE",0,8217875.28,7694747.125,336,384,115,836,0.0636573490319508,0.401913875598086,0.45933014354067,0.13755980861244
"474","Hermon Mohta","38","Saddar",4,11227506.4,5755819.0025,64,212,0,277,0.487346629123275,0.231046931407942,0.765342960288809,0
"475","High Court","11","Saddar",4,1881230.56,1539592.477,16,19,2,38,0.181603515413868,0.421052631578947,0.5,0.0526315789473684
"476","High Rise Apartments","29","Shah Faisal",2,3142723.6,2731908.21106536,20,889,0,910,0.130719541780461,0.021978021978022,0.976923076923077,0
"477","Hijrat Colony RMU","38","Saddar",4,11129395.2,6362180.79,635,5291,2,5929,0.428344427017921,0.107100691516276,0.89239332096475,0.000337325012649688
"478","Hilal-e-Ahmer","34","Orangi-II",0,17590161,10091634.8883775,703,1727,76,2507,0.426290931141706,0.280414838452333,0.6888711607499,0.0303151176705225
"479","Hill Park-2","25","Tipu Sultan",5,13752608.2,12926655.1021069,91,413,0,505,0.0600579239866013,0.18019801980198,0.817821782178218,0
"480","Hilton Hotel","11","Saddar",4,15423006.72,15524521,66,15,0,82,-0.00658200322692976,0.804878048780488,0.182926829268293,0
"481","Hira Apartment","1","Saddar",4,10218675.6,10764880.818,18,172,0,191,-0.0534516643233102,0.0942408376963351,0.900523560209424,0
"482","HM Extraction","5","Bin Qasim",2,3437316.96,3440371.91256536,0,0,1,2,-0.00088876079829382,0,0,0.5
"483","Holly Wood","18","Gulshan-e-Iqbal",3,18648405.16,17448336.86,807,1601,6,2415,0.0643523287757654,0.33416149068323,0.662939958592133,0.00248447204968944
"484","Holy Family","14","Garden",5,11511443.8,9300607.5168495,556,2926,11,3494,0.192055516368025,0.159129937034917,0.837435603892387,0.00314825414997138
"485","Hotel Mehran","1","Saddar",4,7092454,7263019.758,175,125,0,301,-0.024048905780707,0.581395348837209,0.415282392026578,0
"486","Hoti Market","14","Garden",5,11913491.2,10960299.2746762,869,1822,15,2707,0.0800094539310026,0.321019578869597,0.673069818987809,0.0055411895086812
"487","House Transformer (Gharo)","15","Bin Qasim",2,3695656.8,3678767.42513072,0,0,1,2,0.00457006042045959,0,0,0.5
"488","House Transformer (Port Qasim)","37","Bin Qasim",2,7968677.2,7957238.42513072,0,0,0,1,0.00143546721522146,0,0,0
"489","House Transformer Feeder (Malir S/D)","29","Shah Faisal",2,11579282,11463498.4251307,0,0,0,1,0.00999920157996676,0,0,0
"490","Hunaid City","77","Johar-I",2,12240727.2,10930080.2331307,300,2164,1,2466,0.10707263918677,0.121654501216545,0.877534468775345,0.00040551500405515
"491","Hurriat Nagar","34","Orangi-I",0,15052602.88,6278126,712,2297,136,3146,0.582920904108778,0.226319135410045,0.730133502860776,0.0432294977749523
"492","Hussain Hazara","77","Gulshan-e-Iqbal",3,9345855.2,6649812.08283913,238,2071,2,2312,0.288474736604187,0.102941176470588,0.89576124567474,0.000865051903114187
"493","Hussain III","26","Landhi",2,11855791.8,6386137.34012574,310,2092,5,2408,0.461348727452709,0.128737541528239,0.868770764119601,0.00207641196013289
"494","Hussain Shaheed Rd S/S-27","78","Defence",4,999196,906655,7,299,0,307,0.092615462832117,0.0228013029315961,0.973941368078176,0
"495","Hussaini RMU","74","Malir",2,17175180,10285818.6931591,423,3164,16,3604,0.401123091975799,0.117369589345172,0.877913429522753,0.00443951165371809
"496","Hydro Carbon","11","Saddar",4,14690748.16,9248166.968,375,2902,0,3278,0.370476788024933,0.114399023794997,0.88529591214155,0
"497","IA Industry","30","SITE",0,22819914,17941168.312,956,2992,280,4229,0.213793342428898,0.22605816978009,0.707495861905888,0.0662095057933318
"498","IA Qureshi","16","Shah Faisal",2,8936537.2,6192910.12013072,245,1919,20,2185,0.307012326862947,0.112128146453089,0.878260869565217,0.0091533180778032
"499","IBA","20","Garden",5,4863876,4197193.47294582,880,656,7,1544,0.137068158615512,0.569948186528497,0.424870466321244,0.00453367875647668
"500","Ibc Garden Rmu","14","Garden",5,453657.6,392830.564028557,0,0,0,1,0.134081377610434,0,0,0
"501","IBM","35","KIMZ",2,8438946.4,7576585.30585939,33,44,23,101,0.102188241667303,0.326732673267327,0.435643564356436,0.227722772277228
"502","Ibrahim Ali Bhai","40","Orangi-I",0,14646009.7,5408462,413,2982,14,3410,0.630721123993247,0.121114369501466,0.874486803519062,0.00410557184750733
